Player,Nation,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Gls,Ast,PK,PKatt,xG_Expected,npxG_Expected,xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Lost_Challenges,Sh_Blocks,Pass_Blocks,Int,Clr,Err,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_Medium,Att_Medium,Cmp_Long,Att_Long,xA,KP,Final_Third,PPA,CrsPA,Sh_Standard,SoT_Standard,Dist_Standard,FK_Standard,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,SCA_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Tkld_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Pos,Squad
Edon Zhegrova,KVX,23,2000,22,11,1056,3,4,0,0,3.6,3.6,4.6,74.0,52.0,194.0,11.7,18.0,12,6.0,7.0,5.0,12.0,20.0,8.0,0.0,9.0,2,2.0,0.0,464.0,604.0,6909.0,2273.0,268.0,315.0,147.0,188.0,33.0,61.0,5.3,30.0,23.0,33.0,8.0,42,14,18.4,1.0,604.0,534.0,68.0,11.0,2.0,3.0,73,20.0,37.0,11.0,11.0,0.0,464.0,2.0,24.0,78.0,42.0,15.0,8.0,7.0,4.0,2.0,11.0,6.0,2.0,0.0,2.0,1.0,0.0,789.0,2.0,42.0,224.0,534.0,79.0,789.0,111.0,53.0,54.0,629.0,4673.0,2347.0,53.0,35.0,33.0,17.0,586.0,11,15,2,73,1.0,0.0,0,58.0,0.0,6.0,"FW,MF",Lille
Edu Expósito,ESP,25,1998,28,13,1160,2,2,0,0,0.9,0.9,2.4,19.0,72.0,59.0,12.9,34.0,20,16.0,15.0,3.0,13.0,23.0,10.0,0.0,7.0,12,20.0,0.0,389.0,530.0,6692.0,2025.0,166.0,198.0,168.0,206.0,36.0,86.0,2.2,22.0,45.0,20.0,4.0,19,7,24.7,2.0,530.0,479.0,49.0,21.0,3.0,5.0,48,2.0,13.0,6.0,3.0,0.0,389.0,2.0,10.0,45.0,30.0,5.0,4.0,3.0,2.0,1.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,689.0,28.0,124.0,329.0,242.0,20.0,689.0,23.0,11.0,7.0,358.0,1755.0,901.0,15.0,2.0,25.0,13.0,428.0,14,29,0,48,0.0,0.0,0,69.0,14.0,12.0,MF,Espanyol
Eduard Sobol,UKR,27,1996,15,9,870,0,1,0,0,0.1,0.1,0.8,16.0,34.0,54.0,9.7,19.0,10,10.0,6.0,3.0,9.0,13.0,4.0,1.0,9.0,8,19.0,0.0,298.0,391.0,4795.0,1729.0,156.0,179.0,108.0,151.0,21.0,43.0,0.7,8.0,25.0,10.0,3.0,5,0,26.6,0.0,391.0,323.0,68.0,4.0,0.0,2.0,19,64.0,0.0,0.0,0.0,0.0,298.0,0.0,3.0,20.0,13.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,479.0,19.0,97.0,230.0,156.0,8.0,479.0,25.0,11.0,9.0,300.0,1781.0,771.0,15.0,2.0,12.0,7.0,277.0,10,17,2,19,0.0,1.0,0,35.0,9.0,5.0,DF,Strasbourg
Eduardo Camavinga,FRA,19,2004,37,21,2010,0,1,0,0,0.8,0.8,1.5,69.0,165.0,99.0,22.3,68.0,48,32.0,21.0,15.0,24.0,64.0,40.0,5.0,19.0,17,25.0,0.0,1364.0,1504.0,21221.0,5654.0,711.0,763.0,517.0,548.0,89.0,112.0,2.2,24.0,138.0,17.0,1.0,18,3,23.2,0.0,1504.0,1389.0,107.0,34.0,4.0,6.0,6,73.0,0.0,0.0,0.0,0.0,1364.0,8.0,15.0,72.0,55.0,0.0,5.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,1770.0,51.0,372.0,942.0,485.0,39.0,1770.0,71.0,38.0,25.0,1162.0,6589.0,3684.0,77.0,12.0,39.0,28.0,1326.0,39,69,3,6,0.0,0.0,0,136.0,22.0,11.0,"MF,DF",Real Madrid
Eduardo Quaresma,POR,20,2003,4,1,88,0,0,0,0,0.0,0.0,0.0,4.0,10.0,0.0,1.0,5.0,3,3.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,0,3.0,0.0,60.0,68.0,1119.0,317.0,21.0,24.0,36.0,39.0,3.0,5.0,0.0,0.0,5.0,1.0,0.0,0,0,0.0,0.0,68.0,67.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,4.0,25.0,53.0,4.0,1.0,81.0,2.0,1.0,0.0,56.0,228.0,133.0,1.0,0.0,1.0,0.0,51.0,1,1,0,0,0.0,0.0,0,10.0,1.0,1.0,DF,Hoffenheim
El Bilal Touré,MLI,20,2003,24,16,1355,7,2,0,0,6.3,6.3,1.4000000000000001,18.0,15.0,52.0,15.0,4.0,3,2.0,1.0,1.0,0.0,3.0,3.0,1.0,7.0,1,24.0,0.0,199.0,278.0,2460.0,357.0,139.0,169.0,50.0,72.0,2.0,3.0,0.7,16.0,8.0,4.0,1.0,30,15,37.6,0.0,278.0,247.0,29.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,199.0,2.0,9.0,38.0,28.0,1.0,2.0,4.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,436.0,27.0,49.0,209.0,185.0,56.0,436.0,19.0,7.0,10.0,214.0,1197.0,534.0,16.0,9.0,45.0,11.0,278.0,28,8,13,4,0.0,0.0,0,49.0,47.0,52.0,FW,Almería + Reims
El Chadaille Bitshiabu,FRA,17,2006,13,6,583,0,0,0,0,0.0,0.0,0.1,1.0,23.0,8.0,6.5,10.0,7,7.0,2.0,1.0,3.0,12.0,9.0,7.0,2.0,9,13.0,3.0,430.0,465.0,7453.0,2477.0,184.0,193.0,200.0,216.0,33.0,41.0,0.1,1.0,26.0,1.0,0.0,0,0,0.0,0.0,465.0,453.0,12.0,2.0,0.0,1.0,0,10.0,0.0,0.0,0.0,0.0,430.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,56.0,214.0,283.0,21.0,2.0,515.0,2.0,1.0,1.0,428.0,1642.0,610.0,3.0,0.0,2.0,2.0,396.0,4,0,0,0,0.0,0.0,0,41.0,6.0,4.0,DF,Paris S-G
Elba Rashani,KVX,29,1994,32,26,2162,3,3,0,0,4.7,4.7,3.6,55.0,54.0,172.0,24.0,39.0,26,13.0,19.0,7.0,13.0,39.0,26.0,2.0,25.0,21,19.0,0.0,543.0,729.0,7569.0,1657.0,316.0,375.0,179.0,229.0,18.0,46.0,2.8,20.0,34.0,15.0,5.0,35,13,14.4,0.0,729.0,702.0,24.0,5.0,2.0,2.0,58,18.0,1.0,0.0,0.0,0.0,543.0,3.0,40.0,46.0,37.0,0.0,1.0,5.0,2.0,1.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,994.0,28.0,169.0,436.0,406.0,93.0,994.0,56.0,22.0,26.0,712.0,4389.0,1714.0,39.0,22.0,49.0,25.0,664.0,36,29,4,58,1.0,0.0,0,101.0,16.0,42.0,"MF,FW",Clermont Foot
Eldor Shomurodov,UZB,27,1996,21,10,928,1,1,0,0,3.4,3.4,1.4,10.0,19.0,68.0,10.3,6.0,5,4.0,1.0,1.0,2.0,13.0,11.0,1.0,5.0,4,4.0,0.0,168.0,238.0,2274.0,436.0,101.0,132.0,53.0,67.0,6.0,12.0,0.8,11.0,7.0,6.0,1.0,24,7,35.5,0.0,238.0,217.0,21.0,0.0,3.0,0.0,3,1.0,0.0,0.0,0.0,0.0,168.0,0.0,9.0,21.0,18.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,369.0,5.0,35.0,156.0,185.0,45.0,369.0,29.0,9.0,16.0,204.0,1140.0,440.0,8.0,5.0,41.0,22.0,265.0,10,9,4,3,0.0,0.0,0,32.0,22.0,37.0,FW,Roma + Spezia
Eli Junior Kroupi,FRA,16,2007,1,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.0,4.0,4.0,46.0,22.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,27.0,6.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,"FW,MF",Lorient
Eliesse Ben Seghir,FRA,17,2006,19,13,1052,4,1,0,0,1.9,1.9,1.2,31.0,55.0,93.0,11.7,18.0,10,4.0,12.0,2.0,4.0,12.0,8.0,1.0,17.0,4,1.0,0.0,342.0,436.0,4983.0,1280.0,181.0,224.0,123.0,145.0,16.0,26.0,1.1,14.0,30.0,21.0,0.0,21,8,18.6,0.0,436.0,417.0,19.0,1.0,5.0,3.0,7,2.0,3.0,2.0,1.0,0.0,342.0,0.0,13.0,29.0,23.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,583.0,2.0,38.0,284.0,272.0,40.0,583.0,36.0,14.0,14.0,459.0,2968.0,1211.0,28.0,8.0,39.0,22.0,440.0,17,34,3,7,0.0,0.0,0,49.0,9.0,16.0,"FW,MF",Monaco
Elif Elmas,MKD,22,2001,36,14,1627,6,3,1,1,4.0,3.3,1.9,42.0,73.0,103.0,18.1,24.0,13,8.0,12.0,4.0,11.0,23.0,12.0,2.0,16.0,11,5.0,0.0,879.0,1012.0,12087.0,2837.0,551.0,596.0,252.0,291.0,37.0,58.0,2.3,27.0,60.0,31.0,9.0,32,10,17.7,1.0,1012.0,968.0,40.0,10.0,3.0,3.0,30,11.0,16.0,3.0,9.0,0.0,879.0,4.0,11.0,57.0,41.0,6.0,6.0,2.0,2.0,0.0,10.0,7.0,1.0,1.0,1.0,0.0,0.0,1196.0,10.0,130.0,582.0,498.0,47.0,1195.0,52.0,23.0,22.0,753.0,3972.0,1995.0,41.0,13.0,33.0,22.0,961.0,22,14,3,30,0.0,0.0,0,77.0,5.0,14.0,"FW,MF",Napoli
Eliot Matazo,BEL,20,2003,23,13,1175,1,0,0,0,0.2,0.2,0.1,5.0,60.0,10.0,13.1,26.0,12,11.0,13.0,2.0,11.0,26.0,15.0,4.0,14.0,15,11.0,1.0,399.0,493.0,7648.0,1822.0,156.0,186.0,183.0,213.0,54.0,73.0,0.3,2.0,50.0,3.0,0.0,4,3,22.9,0.0,493.0,483.0,7.0,6.0,0.0,7.0,2,0.0,0.0,0.0,0.0,0.0,399.0,3.0,8.0,11.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,30.0,134.0,399.0,81.0,1.0,606.0,16.0,4.0,9.0,431.0,2218.0,889.0,13.0,0.0,9.0,12.0,363.0,18,12,0,2,0.0,1.0,0,86.0,10.0,18.0,MF,Monaco
Elliot Anderson,SCO,19,2004,22,3,410,0,1,0,0,1.0,1.0,1.3,23.0,24.0,35.0,4.6,11.0,5,5.0,3.0,3.0,6.0,12.0,6.0,2.0,9.0,6,2.0,0.0,150.0,198.0,2043.0,599.0,90.0,104.0,44.0,56.0,5.0,10.0,1.5,9.0,15.0,4.0,0.0,11,4,16.0,0.0,198.0,193.0,3.0,0.0,1.0,0.0,9,2.0,1.0,0.0,0.0,0.0,150.0,2.0,10.0,22.0,16.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,286.0,7.0,44.0,99.0,151.0,39.0,286.0,29.0,10.0,13.0,160.0,970.0,522.0,15.0,12.0,9.0,10.0,182.0,6,10,1,9,0.0,0.0,0,29.0,11.0,5.0,"MF,FW",Newcastle Utd
Ellis Simms,ENG,21,2002,11,2,228,1,0,0,0,0.9,0.9,0.1,2.0,4.0,19.0,2.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,38.0,62.0,505.0,105.0,20.0,31.0,9.0,17.0,3.0,3.0,0.4,2.0,3.0,1.0,0.0,8,1,16.1,0.0,62.0,62.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,84.0,1.0,2.0,36.0,47.0,11.0,84.0,2.0,2.0,0.0,37.0,156.0,55.0,2.0,2.0,6.0,2.0,65.0,0,1,1,1,0.0,0.0,0,6.0,11.0,20.0,FW,Everton
Ellyes Skhiri,TUN,27,1996,32,32,2856,7,1,0,0,5.3,5.3,1.8,50.0,155.0,61.0,31.7,79.0,44,29.0,42.0,8.0,26.0,66.0,40.0,12.0,40.0,56,48.0,0.0,1505.0,1717.0,26548.0,8222.0,615.0,688.0,739.0,804.0,126.0,152.0,1.8,27.0,112.0,13.0,2.0,32,11,15.3,0.0,1717.0,1647.0,65.0,52.0,1.0,9.0,13,12.0,0.0,0.0,0.0,0.0,1505.0,5.0,23.0,56.0,48.0,0.0,1.0,5.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2056.0,105.0,583.0,1207.0,287.0,54.0,2056.0,32.0,24.0,8.0,1123.0,6762.0,3462.0,35.0,7.0,27.0,20.0,1263.0,34,11,4,13,0.0,0.0,0,250.0,40.0,22.0,MF,Köln
Elseid Hysaj,ALB,28,1995,34,22,1998,1,1,0,0,0.2,0.2,1.1,36.0,103.0,60.0,22.2,39.0,23,24.0,11.0,4.0,23.0,41.0,18.0,7.0,24.0,20,42.0,0.0,1186.0,1399.0,17630.0,7029.0,669.0,715.0,420.0,487.0,60.0,114.0,1.1,13.0,101.0,15.0,6.0,4,2,20.8,0.0,1399.0,1208.0,190.0,23.0,2.0,5.0,16,167.0,0.0,0.0,0.0,0.0,1186.0,1.0,27.0,38.0,34.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1589.0,61.0,542.0,825.0,235.0,10.0,1589.0,21.0,6.0,10.0,822.0,3533.0,1836.0,27.0,4.0,19.0,13.0,1019.0,19,14,2,16,0.0,1.0,0,132.0,24.0,24.0,DF,Lazio
Elvis Rexhbeçaj,GER,24,1999,31,30,2524,0,0,0,0,0.3,0.3,0.8,14.0,89.0,20.0,28.0,51.0,30,18.0,24.0,9.0,29.0,59.0,30.0,13.0,27.0,17,40.0,0.0,622.0,911.0,11034.0,3474.0,253.0,328.0,296.0,386.0,56.0,130.0,0.9,12.0,67.0,10.0,1.0,16,5,27.0,0.0,911.0,862.0,44.0,20.0,4.0,2.0,17,3.0,4.0,3.0,0.0,0.0,622.0,5.0,29.0,39.0,31.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.0,83.0,370.0,630.0,194.0,8.0,1177.0,19.0,6.0,9.0,525.0,2654.0,1450.0,15.0,0.0,35.0,13.0,584.0,27,49,0,17,0.0,0.0,1,152.0,35.0,33.0,MF,Augsburg
Elye Wahi,FRA,19,2004,33,29,2513,19,5,1,1,12.2,11.4,3.6,57.0,25.0,190.0,27.9,9.0,3,2.0,3.0,4.0,5.0,14.0,9.0,2.0,12.0,3,5.0,0.0,299.0,440.0,3580.0,635.0,166.0,233.0,71.0,103.0,8.0,14.0,2.0,22.0,17.0,6.0,0.0,62,36,14.5,1.0,440.0,385.0,53.0,0.0,1.0,2.0,19,3.0,0.0,0.0,0.0,0.0,299.0,2.0,24.0,51.0,29.0,0.0,5.0,8.0,8.0,1.0,12.0,4.0,0.0,2.0,4.0,2.0,0.0,717.0,5.0,36.0,307.0,383.0,125.0,716.0,76.0,29.0,37.0,535.0,3721.0,1442.0,40.0,36.0,87.0,46.0,545.0,32,40,26,19,2.0,0.0,0,47.0,20.0,78.0,FW,Montpellier
Emanuel Aiwum,AUT,21,2002,23,17,1653,0,0,0,0,0.2,0.2,0.4,19.0,46.0,7.0,18.4,55.0,34,36.0,17.0,2.0,33.0,47.0,14.0,16.0,12.0,25,52.0,3.0,646.0,817.0,10819.0,3713.0,297.0,332.0,294.0,349.0,40.0,97.0,0.8,4.0,48.0,7.0,1.0,3,1,17.7,0.0,817.0,715.0,100.0,24.0,1.0,6.0,4,67.0,0.0,0.0,0.0,0.0,646.0,2.0,13.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,105.0,506.0,452.0,51.0,5.0,997.0,10.0,3.0,5.0,500.0,3147.0,1569.0,11.0,0.0,6.0,5.0,521.0,21,15,0,4,0.0,0.0,0,121.0,28.0,17.0,DF,Cremonese
Emanuel Vignato,ITA,21,2002,13,2,299,1,1,0,0,0.30000000000000004,0.30000000000000004,0.5,4.0,16.0,9.0,3.3000000000000003,6.0,4,4.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,3,1.0,0.0,122.0,153.0,1918.0,453.0,61.0,73.0,46.0,53.0,8.0,14.0,0.8,4.0,13.0,4.0,1.0,3,2,33.7,0.0,153.0,148.0,5.0,0.0,0.0,3.0,4,3.0,2.0,2.0,0.0,0.0,122.0,0.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,176.0,1.0,32.0,85.0,60.0,5.0,176.0,3.0,2.0,0.0,109.0,632.0,161.0,4.0,1.0,4.0,4.0,132.0,4,1,0,4,0.0,0.0,0,13.0,4.0,3.0,"MF,FW",Bologna + Empoli
Emanuele Valeri,ITA,23,2000,37,31,2785,2,3,0,0,2.2,2.2,4.6,111.0,90.0,158.0,30.9,54.0,27,29.0,21.0,4.0,29.0,69.0,40.0,3.0,14.0,22,44.0,1.0,753.0,1258.0,13771.0,6184.0,330.0,407.0,303.0,492.0,96.0,258.0,3.8,53.0,66.0,52.0,32.0,40,6,21.5,3.0,1258.0,940.0,309.0,24.0,4.0,20.0,147,272.0,13.0,0.0,12.0,0.0,753.0,9.0,44.0,94.0,67.0,15.0,2.0,1.0,8.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1610.0,64.0,418.0,642.0,584.0,56.0,1610.0,71.0,18.0,40.0,805.0,5645.0,3186.0,58.0,20.0,64.0,26.0,838.0,27,37,5,147,0.0,0.0,0,190.0,13.0,26.0,DF,Cremonese
Emerson Palmieri,ITA,27,1996,22,16,1320,1,0,0,0,0.8,0.8,0.9,38.0,45.0,57.0,14.7,26.0,14,9.0,15.0,2.0,12.0,24.0,12.0,4.0,13.0,15,36.0,0.0,572.0,729.0,7910.0,2912.0,367.0,400.0,155.0,195.0,30.0,74.0,0.8,13.0,37.0,11.0,4.0,11,5,14.5,0.0,729.0,606.0,121.0,9.0,0.0,0.0,47,98.0,14.0,1.0,10.0,0.0,572.0,2.0,27.0,29.0,20.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,60.0,241.0,386.0,273.0,25.0,894.0,29.0,6.0,14.0,411.0,2390.0,1340.0,26.0,7.0,10.0,11.0,532.0,13,15,0,47,0.0,0.0,0,66.0,18.0,9.0,DF,West Ham
Emerson,BRA,23,2000,26,20,1735,2,1,0,0,1.7,1.7,0.6,47.0,80.0,103.0,19.3,54.0,33,38.0,12.0,4.0,27.0,40.0,13.0,3.0,14.0,18,75.0,0.0,848.0,1060.0,13378.0,3797.0,437.0,482.0,330.0,392.0,53.0,93.0,1.0,9.0,58.0,17.0,3.0,17,6,16.6,0.0,1060.0,884.0,170.0,23.0,2.0,6.0,46,146.0,1.0,0.0,0.0,0.0,848.0,6.0,37.0,36.0,32.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1323.0,101.0,481.0,505.0,346.0,46.0,1323.0,31.0,15.0,9.0,672.0,3662.0,2047.0,32.0,6.0,22.0,19.0,775.0,21,33,0,46,0.0,0.0,0,102.0,28.0,27.0,DF,Tottenham
Emi Buendía,ARG,25,1998,38,27,2412,5,2,0,0,6.3,6.3,5.7,60.0,138.0,137.0,26.8,52.0,23,20.0,20.0,12.0,21.0,74.0,53.0,2.0,18.0,20,17.0,0.0,787.0,1020.0,12082.0,3091.0,434.0,513.0,255.0,323.0,63.0,90.0,4.2,41.0,84.0,41.0,0.0,49,11,15.9,2.0,1020.0,954.0,63.0,7.0,11.0,7.0,18,7.0,5.0,2.0,0.0,1.0,787.0,3.0,38.0,90.0,72.0,2.0,8.0,3.0,4.0,1.0,10.0,7.0,0.0,1.0,2.0,0.0,0.0,1336.0,38.0,202.0,634.0,516.0,93.0,1336.0,59.0,27.0,26.0,829.0,3957.0,1970.0,46.0,19.0,63.0,58.0,955.0,43,44,1,18,0.0,0.0,0,138.0,23.0,54.0,"MF,FW",Aston Villa
Emil Bohinen,NOR,23,2000,24,9,832,0,0,0,0,0.1,0.1,0.7,12.0,31.0,16.0,9.2,25.0,13,15.0,8.0,2.0,12.0,23.0,11.0,7.0,18.0,17,21.0,0.0,404.0,479.0,5591.0,1452.0,238.0,262.0,127.0,146.0,16.0,28.0,0.3,12.0,25.0,5.0,1.0,4,0,25.9,0.0,479.0,459.0,19.0,17.0,0.0,3.0,3,0.0,2.0,0.0,2.0,0.0,404.0,1.0,12.0,17.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,36.0,172.0,335.0,110.0,6.0,610.0,18.0,8.0,7.0,320.0,1702.0,868.0,12.0,0.0,10.0,9.0,355.0,15,13,1,3,0.0,1.0,0,78.0,12.0,15.0,MF,Salernitana
Emil Ceide,NOR,20,2003,19,5,515,0,1,0,0,0.8,0.8,1.3,37.0,19.0,47.0,5.7,5.0,2,5.0,0.0,0.0,3.0,5.0,2.0,1.0,2.0,1,0.0,0.0,123.0,169.0,1571.0,499.0,89.0,103.0,24.0,36.0,4.0,7.0,0.9,8.0,7.0,9.0,1.0,10,3,15.7,0.0,169.0,166.0,3.0,0.0,1.0,0.0,6,3.0,0.0,0.0,0.0,0.0,123.0,0.0,11.0,19.0,15.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,233.0,1.0,30.0,80.0,124.0,39.0,233.0,25.0,8.0,14.0,160.0,1103.0,709.0,13.0,23.0,15.0,8.0,182.0,4,7,1,6,1.0,0.0,0,18.0,1.0,3.0,FW,Sassuolo
Emil Forsberg,SWE,30,1993,30,16,1482,6,4,2,2,4.9,3.3,2.3,20.0,67.0,77.0,16.5,16.0,11,1.0,8.0,7.0,6.0,20.0,14.0,2.0,23.0,3,7.0,0.0,422.0,520.0,5980.0,1691.0,259.0,300.0,124.0,145.0,20.0,32.0,2.6,18.0,47.0,21.0,1.0,21,9,18.1,1.0,520.0,499.0,18.0,4.0,3.0,2.0,17,4.0,8.0,3.0,4.0,0.0,422.0,3.0,10.0,39.0,28.0,3.0,0.0,4.0,3.0,1.0,7.0,5.0,1.0,0.0,0.0,0.0,1.0,672.0,5.0,45.0,332.0,300.0,28.0,670.0,29.0,15.0,13.0,430.0,1978.0,855.0,29.0,3.0,28.0,12.0,497.0,22,25,7,17,0.0,0.0,0,59.0,12.0,17.0,"MF,FW",RB Leipzig
Emil Holm,SWE,22,2001,20,17,1393,1,1,0,0,1.2,1.2,1.3,41.0,40.0,82.0,15.5,26.0,15,13.0,8.0,5.0,16.0,31.0,15.0,6.0,15.0,9,41.0,0.0,342.0,573.0,5181.0,1707.0,178.0,246.0,127.0,204.0,17.0,63.0,1.1,13.0,30.0,12.0,5.0,15,5,14.9,0.0,573.0,463.0,108.0,1.0,1.0,3.0,50,107.0,0.0,0.0,0.0,0.0,342.0,2.0,21.0,36.0,24.0,5.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,804.0,42.0,179.0,318.0,318.0,40.0,804.0,44.0,18.0,21.0,338.0,2509.0,1128.0,24.0,10.0,47.0,22.0,430.0,22,16,2,50,0.0,0.0,0,81.0,65.0,62.0,DF,Spezia
Emil Krafth,SWE,27,1996,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,DF,Newcastle Utd
Emile Smith Rowe,ENG,22,2001,12,0,172,0,2,0,0,0.3,0.3,0.7,2.0,7.0,11.0,1.9,1.0,1,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0,2.0,0.0,74.0,85.0,1070.0,240.0,44.0,48.0,24.0,28.0,5.0,6.0,0.6,6.0,3.0,4.0,0.0,4,1,15.8,0.0,85.0,81.0,4.0,0.0,0.0,0.0,5,0.0,4.0,2.0,0.0,0.0,74.0,0.0,1.0,9.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,14.0,37.0,51.0,9.0,102.0,5.0,2.0,3.0,68.0,303.0,119.0,1.0,0.0,0.0,4.0,71.0,1,1,1,5,0.0,0.0,0,8.0,0.0,2.0,"MF,FW",Arsenal
Emiliano Marcondes,DEN,27,1996,1,0,9,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,56.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,MF,Bournemouth
